gene_id	logFC	logCPM	LR	PValue	FDR	gene
ENSMUSG00000030058	0.0504713949783753	8.34339187183261	-6.48233321492819	0.319039000295731	0.787027834611109	Copg
ENSMUSG00000013160	0.115245717358386	8.96888779664269	-5.79925817716905	0.209961244481254	0.697314336575136	Atp6v0d1
ENSMUSG00000015341	0.0234835523718839	10.7189091934212	-6.59552830844944	0.805587684703582	0.964215297164248	Golga7
ENSMUSG00000029446	0.0803774393741978	9.14511138912656	-6.52896442273809	0.665589917264812	0.928570182201415	Psph
ENSMUSG00000032112	-0.0662774906421362	9.83815639509943	-6.45460809558957	0.566940194302944	0.90175475142221	Trappc4
ENSMUSG00000026810	0.0467424239890377	9.28024819857468	-6.49412969956286	0.615061832705416	0.915915973121942	Dpm2
ENSMUSG00000022193	0.0557735627673317	11.5502338923432	-6.45611004670713	0.568629937579493	0.902850919226274	Psmb5
ENSMUSG00000002332	0.222292423545102	6.96407872014805	-5.33661986161429	0.11746378767233	0.577868601507772	Dhrs1
ENSMUSG00000021096	-0.152323569745935	8.8529184662589	-6.32393143827763	0.0980839722249699	0.54191108830605	Ppm1a
ENSMUSG00000036835	0.0711230513550536	10.8818560316217	-6.25336295890905	0.399570576351972	0.828957314211427	Psenen
ENSMUSG00000056412	0.0711230513550536	10.8818560316217	-6.25336295890905	0.399570576351972	0.828957314211427	Psenen
ENSMUSG00000014355	0.24662125820154	7.55319044286088	-6.61810165765765	0.0417922310283869	0.368101202656908	Anapc1
ENSMUSG00000025208	0.00849488844842483	9.80624100929492	-6.62291232539948	0.92589322667816	0.988283407158172	Mrpl43
ENSMUSG00000022100	0.0248171057552975	9.12275741238317	-6.58204457055375	0.370888403636059	0.816498870363302	Xpo7
ENSMUSG00000020936	-0.0641821174005629	7.31103892827067	-6.62115752460079	0.492466881511012	0.87161324831155	Nmt1
ENSMUSG00000038160	0.0314116726272683	7.96785464635228	-6.34142953956202	0.444499592025485	0.848464775230977	Atg5
ENSMUSG00000020459	-0.00300388087343961	8.79825914847422	-6.62715826816644	0.980447241771059	0.995942958800485	Mtif2
ENSMUSG00000026878	0.0254022806459846	8.33230520405369	-6.47540676786126	0.107748344223824	0.561566444910178	Rab14
ENSMUSG00000004207	0.0463194501016169	9.12811025275217	-6.6237180705814	0.813440570396618	0.966068322697253	Psap
ENSMUSG00000020794	-0.0250477426887432	9.94762606549873	-6.59392824920817	0.80087830244327	0.963768308137703	Ube2g1
