gene_id	logFC	logCPM	LR	PValue	FDR	gene
ENSG00000111640	0.11893747222223	11.502266921216	-6.45663172386566	0.452303372981949	0.999976347615463	GAPDH
ENSG00000215790	0.0356420130000039	6.4782115575	-6.42421864912138	0.766967034403047	0.999976347615463	SLC35E2
ENSG00000233927	0.0327685326666733	11.781846562287	-6.46235992855575	0.813090772016153	0.999976347615463	RPS28
ENSG00000117408	-0.182899774666662	7.03026364031482	-5.89453919982079	0.286787082557787	0.998464884826912	IPO13
ENSG00000167513	-0.326434008999991	7.84480012287037	-5.74880002162805	0.23294371892002	0.979775571478226	CDT1
ENSG00000145012	-0.15570961216666	7.77214907059259	-6.46228548423854	0.134030902572611	0.895839966152369	LPP
ENSG00000169764	-0.0505136512499955	7.49480764871759	-6.42945165264827	0.426869815765344	0.999976347615463	UGP2
ENSG00000197451	-0.0324372622222159	11.1863742028642	-6.46738482950702	0.754441135155781	0.999976347615463	HNRNPAB
ENSG00000163877	-0.0654802289999932	7.96787727416667	-6.38274679439814	0.680327798704317	0.999976347615463	SNIP1
ENSG00000065618	-0.0885784689999962	6.17817372315741	-6.454220871625	0.422752594347134	0.999976347615463	COL17A1
ENSG00000161940	0.0800655913333372	6.10195972487037	-6.26967137477206	0.530630095374673	0.999976347615463	BCL6B
ENSG00000064961	-0.0944611879999933	8.9337204275	-6.37560624501497	0.668072319818333	0.999976347615463	HMG20B
ENSG00000110848	-0.558395151333329	9.78350306184259	-5.73193931493797	0.0588205892587128	0.691427982437582	CD69
ENSG00000103150	0.0224783676666709	6.67906308225926	-6.45597192779863	0.874150160203471	0.999976347615463	MLYCD
ENSG00000111647	0.168701071333338	6.77966990212346	-6.18852703657893	0.126432322321647	0.891756956899867	UHRF1BP1L
ENSG00000217950	0.228603690000006	6.69027693674074	-5.05580348237363	0.0946341857883398	0.821062432216622	AC073869.20
ENSG00000179833	-0.631087820666664	10.0356412361667	-2.76870969078986	0.00679125358772419	0.213879687340178	SERTAD2
ENSG00000118785	-0.0836320321666637	6.6108929587037	-6.45189256304388	0.850613992320052	0.999976347615463	SPP1
ENSG00000177494	1.09523973333334	8.68232984959259	-0.197723970525471	0.000419759175574614	0.0268792869744413	ZBED2
ENSG00000115307	0.210476159666671	7.48361854892593	-5.78470830765017	0.244964744497545	0.985641368996468	AUP1
ENSG00000116688	0.00170909833333965	8.61006342975926	-6.46862707277546	0.992606946041017	0.999976347615463	MFN2
ENSG00000028310	0.0724054546666739	10.6721504884444	-6.40014774383157	0.712920813872728	0.999976347615463	BRD9
ENSG00000099958	0.0296845640000036	6.21227311501852	-6.43541006001197	0.797689204601042	0.999976347615463	DERL3
ENSG00000198832	0.00584046833333574	6.38170719398148	-6.46764633610799	0.964121759728863	0.999976347615463	SELM
ENSG00000156136	-0.11980510333333	7.67889909769444	-6.43639700768829	0.157444646029844	0.920452807637193	DCK
ENSG00000179588	-0.177261078333329	8.4908664455	-6.17927119430568	0.449532294738469	0.999976347615463	ZFPM1
ENSG00000095596	0.0404104633333375	6.31814191477778	-6.41626961944356	0.747640029941177	0.999976347615463	CYP26A1
ENSG00000158373	0.0554009405000064	7.11379513781482	-6.44285478306201	0.816632013239511	0.999976347615463	HIST1H2BD
ENSG00000130222	0.251717606000003	7.20744565875926	-5.88008309113339	0.280798072860263	0.998464884826912	GADD45G
ENSG00000125386	-0.0464850486666624	7.44051311222222	-6.40742765448666	0.727958976043884	0.999976347615463	FAM193A
ENSG00000137574	0.00793004033333489	7.47394432764815	-6.46774144812385	0.965827190979107	0.999976347615463	TGS1
ENSG00000121350	-0.0674368583333287	7.09153554974074	-6.33638135824771	0.609182212626062	0.999976347615463	PYROXD1
ENSG00000039123	0.164078382333337	7.77514385146296	-6.21909857847198	0.482537645056402	0.999976347615463	SKIV2L2
ENSG00000147099	0.208749236333338	6.42339346044444	-4.85834147212574	0.0743360022265997	0.766028546426519	HDAC8
ENSG00000178202	-0.223638933333331	6.72517732294444	-5.19990210962207	0.113229694816261	0.860464098039774	KDELC2
ENSG00000165272	0.0513027556666685	6.02239942681481	-6.39463931592199	0.702135108016045	0.999976347615463	AQP3
ENSG00000164056	-0.609787795777772	9.59602508784568	-5.90005951743098	0.216635555630693	0.973777856914062	SPRY1
ENSG00000138190	0.0538379373333377	7.38782628912963	-6.41701609366498	0.749383271262499	0.999976347615463	EXOC6
ENSG00000213420	-0.01021554333333	6.95693494914815	-6.46767483724637	0.964624156559413	0.999976347615463	GPC2
ENSG00000156508	-0.0188329228333288	9.80354025888889	-6.45994421541578	0.252908973417292	0.988144227282526	EEF1A1
ENSG00000100578	-0.15593978233333	6.88132733092593	-6.1271279699137	0.41135398611237	0.999976347615463	KIAA0586
ENSG00000072786	-0.335192366333326	7.94543916840741	-5.20970940505906	0.11463370125083	0.863035301936603	STK10
ENSG00000121691	-0.180192811999995	7.38192190685185	-6.34791214354454	0.336037428004159	0.999976347615463	CAT
ENSG00000140943	0.255838585166671	8.70885910387963	-5.34139216659312	0.0294362107095705	0.511346398257634	MBTPS1
