gene_id	logFC	logCPM	LR	PValue	FDR	gene
ENSG00000215790	-0.0954016193333294	6.4782115575	-5.71429353354282	0.414039698376713	0.982200336026663	SLC35E2
ENSG00000117408	-0.0819142046666652	7.03026364031482	-5.93430929012798	0.640443607454867	0.99387957705466	IPO13
ENSG00000196526	-0.163468969999996	6.35064264766667	-4.08477544694428	0.045437922717109	0.712823467682071	AFAP1
ENSG00000167513	0.0328963646666729	7.84480012287037	-6.03455347773223	0.906880640670688	0.999495559071848	CDT1
ENSG00000122574	0.115506959000001	6.19441553274074	-5.33288340398734	0.229127580582027	0.943729950675974	WIPF3
ENSG00000145012	0.0110506720000085	8.47557954481482	-6.04003084923557	0.960027879504273	0.999495559071848	LPP
ENSG00000169764	0.0932615266666721	6.23935566090741	-5.70324656981181	0.406258451030656	0.982200336026663	UGP2
ENSG00000175305	0.102740729000002	6.10976685831481	-5.47293356998072	0.281447867566737	0.961461693627481	CCNE2
ENSG00000165714	0.116669696333342	6.33289287440741	-4.92428894590065	0.130889648150833	0.891330327070052	LOH12CR1
ENSG00000163877	-0.0537836209999973	7.96787727416667	-5.99418164259613	0.756651046950893	0.997845031758923	SNIP1
ENSG00000161940	0.0824472486666661	6.10195972487037	-5.82960418498233	0.51110339324837	0.987978989258226	BCL6B
ENSG00000127249	0.146435213666672	6.01353693412963	-5.09344130891938	0.164120627885052	0.92223954899172	ATP13A4
ENSG00000064961	-0.205922941999992	8.9337204275	-5.62466994382202	0.356506799533214	0.973686835212469	HMG20B
ENSG00000110848	-0.24186456066666	8.25126843864815	-5.84605075153287	0.527997184814042	0.988035357257155	CD69
ENSG00000168418	-0.0642504239999955	6.10747379607407	-5.75513216876031	0.444824847888831	0.984935173361561	KCNG4
ENSG00000103150	0.0181917923333339	6.67906308225926	-6.03295682345938	0.896446855872792	0.999495559071848	MLYCD
ENSG00000217950	0.0239961630000032	6.69027693674074	-6.02485495686591	0.854852881568162	0.999495559071848	AC073869.20
ENSG00000137809	-0.0178846129999952	6.20238077598148	-6.02651623066193	0.862319839121038	0.999495559071848	ITGA11
ENSG00000179833	-0.516853894999995	10.0356412361667	-3.93838888384695	0.0380501134443951	0.692206901592318	SERTAD2
ENSG00000213931	0.0414082770000022	6.26144655422222	-5.96153711775024	0.686758767646316	0.997827422302965	HBE1
ENSG00000177494	1.15654980666667	8.68232984959259	-0.117399247067623	0.000477591491072274	0.0857670855375132	ZBED2
ENSG00000143258	-0.0321084936666622	6.22480984112963	-6.00104942944753	0.774580934304083	0.99881146655686	USP21
ENSG00000187010	0.0164509480000019	6.19239087494444	-6.02229161071732	0.844060998603063	0.999495559071848	RHD
ENSG00000115307	0.251584124666675	7.48361854892593	-5.24722846262981	0.202902157793195	0.936394339052752	AUP1
