gene_id	logFC	logCPM	LR	PValue	FDR	gene
ENSG00000215790	-0.0689690343333291	6.4782115575	-6.1644937046076	0.554056645229387	0.954316715934456	SLC35E2
ENSG00000117408	-0.0261362829999934	7.03026364031482	-6.32946466764263	0.881382814703758	0.993962411763852	IPO13
ENSG00000196526	0.103090016000002	6.35064264766667	-5.5153680211999	0.200196474897645	0.792388957754699	AFAP1
ENSG00000167513	-0.392801946333325	7.84480012287037	-5.3830359387689	0.167601218899047	0.756680435922789	CDT1
ENSG00000122574	-0.0151875883333314	6.19441553274074	-6.32785586989711	0.87322084505852	0.993753660727078	WIPF3
ENSG00000145012	-0.605553759333331	8.47557954481482	-2.87872664146754	0.00862223005537787	0.243861451581536	LPP
ENSG00000169764	-0.396275961	6.23935566090741	-0.882082261013792	0.000961939281695999	0.0671433618623807	UGP2
ENSG00000175305	0.0266757306666756	6.10976685831481	-6.30076461342016	0.778258433959196	0.984853774469717	CCNE2
ENSG00000165714	-0.0113065039999984	6.33289287440741	-6.32956814734326	0.8819277303838	0.993962411763852	LOH12CR1
ENSG00000163877	0.103733877333336	7.96787727416667	-6.16150744846504	0.550716594532415	0.954125659093667	SNIP1
ENSG00000161940	0.0247666736666705	6.10195972487037	-6.32096181067357	0.843131140639569	0.992090985326265	BCL6B
ENSG00000127249	-0.0689518356666587	6.01353693412963	-6.12050837603369	0.508320094209632	0.948187999794306	ATP13A4
ENSG00000064961	-0.240608336999999	8.9337204275	-5.75907263358842	0.282266070148004	0.861848052084454	HMG20B
ENSG00000110848	-0.252389619666661	8.25126843864815	-6.12255072668219	0.510293980379144	0.94825996755363	CD69
ENSG00000168418	-0.113925182666661	6.10747379607407	-5.43192286477332	0.178870715001299	0.772827677839859	KCNG4
ENSG00000103150	-4.80853333266751e-05	6.67906308225926	-6.34067059853169	0.9997254812537	0.999784504622923	MLYCD
ENSG00000217950	0.0232566000000052	6.69027693674074	-6.3248507005779	0.859277104409342	0.993670648139259	AC073869.20
ENSG00000137809	-0.016142439666667	6.20238077598148	-6.32833864323042	0.875612061231333	0.993962411763852	ITGA11
ENSG00000179833	-0.477046491333329	10.0356412361667	-4.48418868327519	0.0545917970122455	0.544838425977786	SERTAD2
ENSG00000213931	0.162311496	6.26144655422222	-5.12037129270465	0.119251259540384	0.691333049527073	HBE1
ENSG00000177494	0.763820153333338	8.68232984959259	-3.43276985686491	0.0160962226788205	0.333406305588066	ZBED2
ENSG00000143258	-0.0405744766666656	6.22480984112963	-6.27479844684979	0.717511417351643	0.977532233364702	USP21
ENSG00000187010	0.063238712000004	6.19239087494444	-6.05492059402388	0.451096245102951	0.938309283348224	RHD
ENSG00000115307	0.166276415333338	7.48361854892593	-5.98017846789963	0.397300260791501	0.920969909020683	AUP1
ENSG00000116688	-0.102369891333332	8.61006342975926	-6.20472030537612	0.603229663482537	0.961959631413562	MFN2
ENSG00000231649	-0.0949351856666638	6.18923453505556	-5.78414277789042	0.292890468222036	0.869463233384646	RP11-388B24.1
ENSG00000154258	0.174490882000002	6.29725678266667	-4.46075586094828	0.0530856638805767	0.539579248611533	ABCA9
ENSG00000099958	-0.256598442000001	6.21227311501852	-3.76593024787371	0.0235542783736149	0.395947472534148	DERL3
ENSG00000137501	-0.0391150836666618	6.30608231653704	-6.26522184437193	0.698612056176125	0.975847975238524	SYTL2
ENSG00000198832	0.310390246333335	6.38170719398148	-3.62668084676414	0.0200776975026615	0.368429732843977	RP3-412A9.11
ENSG00000168928	0.0275746720000054	6.06309431361111	-6.28815220904748	0.746665657834743	0.98271051776873	CTRB2
ENSG00000179588	-0.0137896209999964	8.4908664455	-6.33955599347327	0.962464539468783	0.997006920247448	ZFPM1
ENSG00000233198	0.0143155703333386	6.40058389442593	-6.32467759950648	0.858517374425972	0.993670648139259	BX255925.1
ENSG00000142511	-0.0119348013333331	6.19300859881481	-6.33052257058325	0.887081234873116	0.993962411763852	GPR32
ENSG00000131732	0.0125799156666702	6.17529677368519	-6.32791605822447	0.873516413437957	0.993753660727078	ZCCHC9
ENSG00000095596	0.141434617000002	6.31814191477778	-5.66722745842924	0.247240792242068	0.835900737360909	CYP26A1
ENSG00000130222	0.177472314666672	7.20744565875926	-6.10755948026727	0.496103527156853	0.944510900574309	GADD45G
ENSG00000119688	0.0245718960000021	6.58403114701852	-6.31612243757396	0.825206587557207	0.990589707430282	ABCD4
ENSG00000125386	0.0823597023333367	7.44051311222222	-6.14457829579188	0.532466469167514	0.951756992787374	C4orf8
ENSG00000137574	0.047932298333337	7.47394432764815	-6.31144805882534	0.809582086467064	0.989726294988466	TGS1
ENSG00000121350	0.0896972306666655	7.09153554974074	-6.10980043136577	0.498181844620588	0.944920998764051	PYROXD1
ENSG00000039123	0.0233310250000045	7.77514385146296	-6.3357676633804	0.921375728758742	0.994888027006057	SKIV2L2
ENSG00000172738	-0.129682835333337	6.43241181064815	-5.57568907269493	0.217479265479728	0.809212861403299	TMEM217
ENSG00000105245	0.0681436786666652	6.08825463675926	-6.11593265137851	0.503945104319294	0.947171077337635	NUMBL
ENSG00000205035	0.0193830810000053	6.18565446316667	-6.3224142384946	0.848949728114195	0.993046601136585	AC130364.2
ENSG00000147099	-0.0720766919999978	6.42339346044444	-6.11962298147029	0.507468464912924	0.948187999794306	HDAC8
ENSG00000170381	0.0589630476666692	6.29321072242593	-6.02697004652768	0.42976480086062	0.932400149803637	SEMA3E
ENSG00000178202	0.0173763723333344	6.72517732294444	-6.33250616014202	0.89865017746729	0.994888027006057	KDELC2
ENSG00000229373	0.0703980573333398	6.415253606	-5.93500927156667	0.36922031508709	0.909251448506071	RP11-199F6.8
ENSG00000173702	0.0120766373333341	5.96256184311111	-6.33535433290471	0.918139875764771	0.994888027006057	MUC13
ENSG00000196584	-0.0141615823333288	6.323000921	-6.3274481912187	0.87123731543116	0.993753660727078	XRCC2
ENSG00000165272	-0.0221917809999965	6.02239942681481	-6.32591826497968	0.86406037402304	0.993742453211949	AQP3
ENSG00000054179	-0.300037175999996	6.07704521318519	-3.33313088477611	0.01437620506757	0.316944773700647	ENTPD2
ENSG00000007047	-0.120770082000002	6.0246979802963	-5.12726602882073	0.120300859553488	0.694075171291597	MARK4
ENSG00000185261	0.0216677143333399	6.3143956677963	-6.31356631573997	0.81648573554292	0.990589707430282	C5orf36
ENSG00000168036	0.0128315423333358	6.20204682822222	-6.33023556182001	0.885506420125125	0.993962411763852	CTNNB1
ENSG00000185689	-0.152823250333328	6.22470522122222	-5.3866833929627	0.168413326393297	0.757875333374216	C6orf201
ENSG00000197838	0.0230596406666699	6.14233540581481	-6.30832039720246	0.799856422322744	0.988572465192673	CYP2A13
ENSG00000213420	0.134878563000002	6.95693494914815	-6.18075633379971	0.572945866644769	0.957803186765116	GPC2
ENSG00000165192	-0.115322421333329	5.99946419344444	-5.82400219094259	0.310859928333949	0.878857057316956	ASB11
ENSG00000221878	-0.0450868523333368	6.06857319181481	-6.21415099952874	0.616083874641054	0.962881574079896	PSG7
ENSG00000149451	0.0329976160000083	6.49911031735185	-6.26915829146933	0.706204736993946	0.977532233364702	ADAM33
ENSG00000100578	0.0232652033333345	6.88132733092593	-6.33383956218008	0.90725412750303	0.994888027006057	KIAA0586
ENSG00000147724	0.0211188846666728	6.19057739948148	-6.30961659910406	0.803823679561429	0.988572465192673	FAM135B
ENSG00000072786	-0.527727199	7.94543916840741	-3.5921233986078	0.0193000659038381	0.360599312144742	STK10
ENSG00000151491	-0.0210588833333256	6.38558575781482	-6.3078189654282	0.798344424990974	0.988572465192673	EPS8
ENSG00000182698	0.0354391270000063	6.20273204974074	-6.26884984679703	0.705601295774949	0.977532233364702	AC114803.2
ENSG00000166578	0.131924026333336	6.19805243585185	-5.26865291598931	0.144259036882277	0.730132377939195	IQCD
ENSG00000185272	-0.142786209666662	6.25378444546296	-5.11086993837246	0.117821392349615	0.68944710354028	RBM11
ENSG00000121481	0.0514473783333358	6.20358587483333	-6.20303540586417	0.600993043725793	0.961424973290014	RNF2
ENSG00000173157	0.216743166000005	6.07963414618519	-4.32383412956097	0.0451188346558649	0.511687973408665	ADAMTS20
ENSG00000152291	0.106814303000005	9.79743467822222	-6.01110511783314	0.418331356675828	0.92759458399994	TGOLN2
ENSG00000102401	-0.0681841866666586	6.20939229442593	-6.07413242307372	0.466730459154823	0.942199462254973	ARMCX3
ENSG00000149582	0.0469184766666668	6.36688376762963	-6.23640222955977	0.648978500817455	0.969117419353969	TMEM25
ENSG00000120280	-0.0400316413333348	6.15514881633333	-6.2933615462889	0.759148709592142	0.98271051776873	CXorf21
ENSG00000183434	-0.066749859666662	6.38040843025926	-6.0986795995758	0.488009381542594	0.943824398346053	TFDP3
ENSG00000196588	-0.0182410199999978	7.81155595174074	-6.33497147995043	0.915254268255392	0.994888027006057	MKL1
ENSG00000039319	-0.215814908	6.673308721	-4.87050965180379	0.0872321950690085	0.628323174529381	ZFYVE16
